site,phylum,pct
tara_149_srf_0_22_3,Actinobacteria,0.037
tara_149_srf_0_22_3,Bacteroidetes,0.06959
tara_149_srf_0_22_3,Cyanobacteria,0.14297
tara_149_srf_0_22_3,Deferribacteres,0.03928
tara_149_srf_0_22_3,Euryarchaeota,0.06317
tara_149_srf_0_22_3,other,0.015179999999999999
tara_149_srf_0_22_3,Proteobacteria,0.54135
tara_149_srf_0_22_3,Thaumarchaeota,0.02623
tara_149_srf_0_22_3,undef,0.06523
tara_150_dcm_0_22_3,Actinobacteria,0.04231
tara_150_dcm_0_22_3,Bacteroidetes,0.06871
tara_150_dcm_0_22_3,Cyanobacteria,0.13271
tara_150_dcm_0_22_3,Deferribacteres,0.02562
tara_150_dcm_0_22_3,Euryarchaeota,0.03474
tara_150_dcm_0_22_3,other,0.01927
tara_150_dcm_0_22_3,Proteobacteria,0.6212
tara_150_dcm_0_22_3,undef,0.05544
tara_150_srf_0_22_3,Actinobacteria,0.03764
tara_150_srf_0_22_3,Bacteroidetes,0.06484
tara_150_srf_0_22_3,Cyanobacteria,0.16755
tara_150_srf_0_22_3,Deferribacteres,0.02644
tara_150_srf_0_22_3,Euryarchaeota,0.03307
tara_150_srf_0_22_3,other,0.02349
tara_150_srf_0_22_3,Proteobacteria,0.59042
tara_150_srf_0_22_3,undef,0.05657
tara_151_dcm_0_22_3,Actinobacteria,0.04089
tara_151_dcm_0_22_3,Bacteroidetes,0.05655
tara_151_dcm_0_22_3,Cyanobacteria,0.06171
tara_151_dcm_0_22_3,Deferribacteres,0.04822
tara_151_dcm_0_22_3,Euryarchaeota,0.05767
tara_151_dcm_0_22_3,other,0.01823
tara_151_dcm_0_22_3,Proteobacteria,0.6017
tara_151_dcm_0_22_3,Thaumarchaeota,0.03681
tara_151_dcm_0_22_3,undef,0.06262
tara_151_dcm_0_22_3,Verrucomicrobia,0.01562
tara_151_srf_0_22_3,Actinobacteria,0.04488
tara_151_srf_0_22_3,Bacteroidetes,0.0843
tara_151_srf_0_22_3,Cyanobacteria,0.10384
tara_151_srf_0_22_3,Deferribacteres,0.02839
tara_151_srf_0_22_3,Euryarchaeota,0.06095
tara_151_srf_0_22_3,other,0.01397
tara_151_srf_0_22_3,Proteobacteria,0.62
tara_151_srf_0_22_3,undef,0.04368
tara_152_mes_0_22_3,Acidobacteria,0.01129
tara_152_mes_0_22_3,Actinobacteria,0.02115
tara_152_mes_0_22_3,Bacteroidetes,0.02519
tara_152_mes_0_22_3,Chloroflexi,0.02724
tara_152_mes_0_22_3,Deferribacteres,0.08354
tara_152_mes_0_22_3,Euryarchaeota,0.02855
tara_152_mes_0_22_3,other,0.03067
tara_152_mes_0_22_3,Proteobacteria,0.56243
tara_152_mes_0_22_3,Thaumarchaeota,0.14095
tara_152_mes_0_22_3,undef,0.069
tara_152_mix_0_22_3,Actinobacteria,0.03282
tara_152_mix_0_22_3,Bacteroidetes,0.09308
tara_152_mix_0_22_3,Cyanobacteria,0.10645
tara_152_mix_0_22_3,Deferribacteres,0.03718
tara_152_mix_0_22_3,Euryarchaeota,0.05456
tara_152_mix_0_22_3,other,0.017910000000000002
tara_152_mix_0_22_3,Proteobacteria,0.58999
tara_152_mix_0_22_3,Thaumarchaeota,0.02154
tara_152_mix_0_22_3,undef,0.04648
tara_152_srf_0_22_3,Actinobacteria,0.03399
tara_152_srf_0_22_3,Bacteroidetes,0.09464
tara_152_srf_0_22_3,Cyanobacteria,0.13658
tara_152_srf_0_22_3,Deferribacteres,0.03454
tara_152_srf_0_22_3,Euryarchaeota,0.0463
tara_152_srf_0_22_3,other,0.01366
tara_152_srf_0_22_3,Proteobacteria,0.58167
tara_152_srf_0_22_3,Thaumarchaeota,0.01451
tara_152_srf_0_22_3,undef,0.04409
